api,http-method,description,functionName,functionParameters
/repositories/{workspace}/{repo_slug}/watchers,GET,"


Returns a paginated list of all the watchers on the specified repository.

",repositoriesWorkspaceRepoSlugWatchersGet,workspace repoSlug
/user/permissions/repositories,GET,"


Returns an object for each repository the caller has explicit access to and their effective permission — the highest level of permission the caller has. This does not return public repositories that the user was not granted any specific permission in, and does not distinguish between direct and indirect privileges.  Permissions can be:  * &#x60;admin&#x60; * &#x60;write&#x60; * &#x60;read&#x60;  Example:  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/user/permissions/repositories  {   \&quot;pagelen\&quot;: 10,   \&quot;values\&quot;: [     {       \&quot;type\&quot;: \&quot;repository_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;nickname\&quot;: \&quot;evzijst\&quot;,         \&quot;display_name\&quot;: \&quot;Erik van Zijst\&quot;,         \&quot;uuid\&quot;: \&quot;{d301aafa-d676-4ee0-88be-962be7417567}\&quot;       },       \&quot;repository\&quot;: {         \&quot;type\&quot;: \&quot;repository\&quot;,         \&quot;name\&quot;: \&quot;geordi\&quot;,         \&quot;full_name\&quot;: \&quot;bitbucket/geordi\&quot;,         \&quot;uuid\&quot;: \&quot;{85d08b4e-571d-44e9-a507-fa476535aa98}\&quot;       },       \&quot;permission\&quot;: \&quot;admin\&quot;     }   ],   \&quot;page\&quot;: 1,   \&quot;size\&quot;: 1 } &#x60;&#x60;&#x60;  Results may be further [filtered or sorted](../../../meta/filtering) by repository or permission by adding the following query string parameters:  * &#x60;q&#x3D;repository.name&#x3D;\&quot;geordi\&quot;&#x60; or &#x60;q&#x3D;permission&gt;\&quot;read\&quot;&#x60; * &#x60;sort&#x3D;repository.name&#x60;  Note that the query parameter values need to be URL escaped so that &#x60;&#x3D;&#x60; would become &#x60;%3D&#x60;.

",userPermissionsRepositoriesGet,opts
/snippets/{workspace}/{encoded_id}/files/{path},GET,"


Convenience resource for getting to a snippet&#39;s raw files without the need for first having to retrieve the snippet itself and having to pull out the versioned file links.

",snippetsWorkspaceEncodedIdFilesPathGet,path encodedId workspace
/repositories/{workspace}/{repo_slug}/diffstat/{spec},GET,"


Returns the diff stat for the specified commit.  Diff stat responses contain a record for every path modified by the commit and lists the number of lines added and removed for each file.   Example: &#x60;&#x60;&#x60; curl https://api.bitbucket.org/2.0/repositories/bitbucket/geordi/diffstat/d222fa2..e174964 {     \&quot;pagelen\&quot;: 500,     \&quot;values\&quot;: [         {             \&quot;type\&quot;: \&quot;diffstat\&quot;,             \&quot;status\&quot;: \&quot;modified\&quot;,             \&quot;lines_removed\&quot;: 1,             \&quot;lines_added\&quot;: 2,             \&quot;old\&quot;: {                 \&quot;path\&quot;: \&quot;setup.py\&quot;,                 \&quot;escaped_path\&quot;: \&quot;setup.py\&quot;,                 \&quot;type\&quot;: \&quot;commit_file\&quot;,                 \&quot;links\&quot;: {                     \&quot;self\&quot;: {                         \&quot;href\&quot;: \&quot;https://api.bitbucket.org/2.0/repositories/bitbucket/geordi/src/e1749643d655d7c7014001a6c0f58abaf42ad850/setup.py\&quot;                     }                 }             },             \&quot;new\&quot;: {                 \&quot;path\&quot;: \&quot;setup.py\&quot;,                 \&quot;escaped_path\&quot;: \&quot;setup.py\&quot;,                 \&quot;type\&quot;: \&quot;commit_file\&quot;,                 \&quot;links\&quot;: {                     \&quot;self\&quot;: {                         \&quot;href\&quot;: \&quot;https://api.bitbucket.org/2.0/repositories/bitbucket/geordi/src/d222fa235229c55dad20b190b0b571adf737d5a6/setup.py\&quot;                     }                 }             }         }     ],     \&quot;page\&quot;: 1,     \&quot;size\&quot;: 1 } &#x60;&#x60;&#x60;

",repositoriesWorkspaceRepoSlugDiffstatSpecGet,spec workspace repoSlug opts
/repositories/{workspace}/{repo_slug}/issues/export,POST,"


A POST request to this endpoint initiates a new background celery task that archives the repo&#39;s issues.  For example, you can run:  curl -u &lt;username&gt; -X POST http://api.bitbucket.org/2.0/repositories/&lt;owner_username&gt;/&lt;repo_slug&gt;/ issues/export  When the job has been accepted, it will return a 202 (Accepted) along with a unique url to this job in the &#39;Location&#39; response header. This url is the endpoint for where the user can obtain their zip files.\&quot;

",repositoriesWorkspaceRepoSlugIssuesExportPost,workspace repoSlug
/repositories/{workspace}/{repo_slug}/issues/export/{repo_name}-issues-{task_id}.zip,GET,"


This endpoint is used to poll for the progress of an issue export job and return the zip file after the job is complete. As long as the job is running, this will return a 200 response with in the response body a description of the current status.  After the job has been scheduled, but before it starts executing, this endpoint&#39;s response is:  {  \&quot;type\&quot;: \&quot;issue_job_status\&quot;,  \&quot;status\&quot;: \&quot;ACCEPTED\&quot;,  \&quot;phase\&quot;: \&quot;Initializing\&quot;,  \&quot;total\&quot;: 0,  \&quot;count\&quot;: 0,  \&quot;pct\&quot;: 0 }   Then once it starts running, it becomes:  {  \&quot;type\&quot;: \&quot;issue_job_status\&quot;,  \&quot;status\&quot;: \&quot;STARTED\&quot;,  \&quot;phase\&quot;: \&quot;Attachments\&quot;,  \&quot;total\&quot;: 15,  \&quot;count\&quot;: 11,  \&quot;pct\&quot;: 73 }  Once the job has successfully completed, it returns a stream of the zip file.

",repositoriesWorkspaceRepoSlugIssuesExportRepoNameIssuesTaskIdZipGet,workspace repoSlug repoName taskId
/repositories/{workspace}/{repo_slug}/issues/import,GET,"


When using GET, this endpoint reports the status of the current import task. Request example:  &#x60;&#x60;&#x60; $ curl -u &lt;username&gt; -X GET https://api.bitbucket.org/2.0/repositories/&lt;owner_username&gt;/&lt;repo_slug&gt;/issues/import &#x60;&#x60;&#x60;  After the job has been scheduled, but before it starts executing, this endpoint&#39;s response is:  &#x60;&#x60;&#x60; &lt; HTTP/1.1 202 Accepted {     \&quot;type\&quot;: \&quot;issue_job_status\&quot;,     \&quot;status\&quot;: \&quot;PENDING\&quot;,     \&quot;phase\&quot;: \&quot;Attachments\&quot;,     \&quot;total\&quot;: 15,     \&quot;count\&quot;: 0,     \&quot;percent\&quot;: 0 } &#x60;&#x60;&#x60;  Once it starts running, it is a 202 response with status STARTED and progress filled.  After it is finished, it becomes a 200 response with status SUCCESS or FAILURE.

",repositoriesWorkspaceRepoSlugIssuesImportGet,workspace repoSlug
/repositories/{workspace}/{repo_slug}/issues/import,POST,"


A POST request to this endpoint will import the zip file given by the archive parameter into the repository. All existing issues will be deleted and replaced by the contents of the imported zip file.  Imports are done through a multipart/form-data POST. There is one valid and required form field, with the name \&quot;archive,\&quot; which needs to be a file field:  &#x60;&#x60;&#x60; $ curl -u &lt;username&gt; -X POST -F archive&#x3D;@/path/to/file.zip https://api.bitbucket.org/2.0/repositories/&lt;owner_username&gt;/&lt;repo_slug&gt;/issues/import &#x60;&#x60;&#x60;  When the import job is accepted, here is example output:  &#x60;&#x60;&#x60; &lt; HTTP/1.1 202 Accepted  {     \&quot;type\&quot;: \&quot;issue_job_status\&quot;,     \&quot;status\&quot;: \&quot;ACCEPTED\&quot;,     \&quot;phase\&quot;: \&quot;Attachments\&quot;,     \&quot;total\&quot;: 15,     \&quot;count\&quot;: 0,     \&quot;percent\&quot;: 0 } &#x60;&#x60;&#x60;

",repositoriesWorkspaceRepoSlugIssuesImportPost,workspace repoSlug
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/{step_uuid}/logs/{log_uuid},GET,"


",repositoriesWorkspaceRepoSlugPipelinesPipelineUuidStepsStepUuidLogsLogUuidGet,
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/{step_uuid}/test_reports,GET,"


",repositoriesWorkspaceRepoSlugPipelinesPipelineUuidStepsStepUuidTestReportsGet,
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/{step_uuid}/test_reports/test_cases,GET,"


",repositoriesWorkspaceRepoSlugPipelinesPipelineUuidStepsStepUuidTestReportsTestCasesGet,
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/{step_uuid}/test_reports/test_cases/{test_case_uuid}/test_case_reasons,GET,"


",repositoriesWorkspaceRepoSlugPipelinesPipelineUuidStepsStepUuidTestReportsTestCasesTestCaseUuidTestCaseReasonsGet,
/teams/{username}/permissions,GET,"


Returns an object for each team permission a user on the team has.  Permissions returned are effective permissions — if a user is a member of multiple groups with distinct roles, only the highest level is returned.  Permissions can be:  * &#x60;admin&#x60; * &#x60;collaborator&#x60;  Only users with admin permission for the team may access this resource.  Example:  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/teams/atlassian_tutorial/permissions  {   \&quot;pagelen\&quot;: 10,   \&quot;values\&quot;: [     {       \&quot;permission\&quot;: \&quot;admin\&quot;,       \&quot;type\&quot;: \&quot;team_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;nickname\&quot;: \&quot;evzijst\&quot;,         \&quot;display_name\&quot;: \&quot;Erik van Zijst\&quot;,         \&quot;uuid\&quot;: \&quot;{d301aafa-d676-4ee0-88be-962be7417567}\&quot;       },       \&quot;team\&quot;: {         \&quot;display_name\&quot;: \&quot;Atlassian Bitbucket\&quot;,         \&quot;uuid\&quot;: \&quot;{4cc6108a-a241-4db0-96a5-64347ac04f87}\&quot;       }     },     {       \&quot;permission\&quot;: \&quot;collaborator\&quot;,       \&quot;type\&quot;: \&quot;team_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;nickname\&quot;: \&quot;seanaty\&quot;,         \&quot;display_name\&quot;: \&quot;Sean Conaty\&quot;,         \&quot;uuid\&quot;: \&quot;{504c3b62-8120-4f0c-a7bc-87800b9d6f70}\&quot;       },       \&quot;team\&quot;: {         \&quot;display_name\&quot;: \&quot;Atlassian Bitbucket\&quot;,         \&quot;uuid\&quot;: \&quot;{4cc6108a-a241-4db0-96a5-64347ac04f87}\&quot;       }     }   ],   \&quot;page\&quot;: 1,   \&quot;size\&quot;: 2 } &#x60;&#x60;&#x60;  Results may be further [filtered or sorted](../../../meta/filtering) by team, user, or permission by adding the following query string parameters:  * &#x60;q&#x3D;user.uuid&#x3D;\&quot;{d301aafa-d676-4ee0-88be-962be7417567}\&quot;&#x60; or &#x60;q&#x3D;permission&#x3D;\&quot;admin\&quot;&#x60; * &#x60;sort&#x3D;team.display_name&#x60;  Note that the query parameter values need to be URL escaped so that &#x60;&#x3D;&#x60; would become &#x60;%3D&#x60;.

",teamsUsernamePermissionsGet,username opts
/teams/{username}/permissions/repositories,GET,"


Returns an object for each repository permission for all of a team’s repositories.  If the username URL parameter refers to a user account instead of a team account, an object containing the repository permissions of all the username&#39;s repositories will be returned.  Permissions returned are effective permissions — the highest level of permission the user has. This does not include public repositories that users are not granted any specific permission in, and does not distinguish between direct and indirect privileges.  Only users with admin permission for the team may access this resource.  Permissions can be:  * &#x60;admin&#x60; * &#x60;write&#x60; * &#x60;read&#x60;  Example:  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/teams/atlassian_tutorial/permissions/repositories  {   \&quot;pagelen\&quot;: 10,   \&quot;values\&quot;: [     {       \&quot;type\&quot;: \&quot;repository_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;display_name\&quot;: \&quot;Erik van Zijst\&quot;,         \&quot;uuid\&quot;: \&quot;{d301aafa-d676-4ee0-88be-962be7417567}\&quot;       },       \&quot;repository\&quot;: {         \&quot;type\&quot;: \&quot;repository\&quot;,         \&quot;name\&quot;: \&quot;geordi\&quot;,         \&quot;full_name\&quot;: \&quot;bitbucket/geordi\&quot;,         \&quot;uuid\&quot;: \&quot;{85d08b4e-571d-44e9-a507-fa476535aa98}\&quot;       },       \&quot;permission\&quot;: \&quot;admin\&quot;     },     {       \&quot;type\&quot;: \&quot;repository_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;display_name\&quot;: \&quot;Sean Conaty\&quot;,         \&quot;uuid\&quot;: \&quot;{504c3b62-8120-4f0c-a7bc-87800b9d6f70}\&quot;       },       \&quot;repository\&quot;: {         \&quot;type\&quot;: \&quot;repository\&quot;,         \&quot;name\&quot;: \&quot;geordi\&quot;,         \&quot;full_name\&quot;: \&quot;bitbucket/geordi\&quot;,         \&quot;uuid\&quot;: \&quot;{85d08b4e-571d-44e9-a507-fa476535aa98}\&quot;       },       \&quot;permission\&quot;: \&quot;write\&quot;     }   ],   \&quot;page\&quot;: 1,   \&quot;size\&quot;: 2 } &#x60;&#x60;&#x60;  Results may be further [filtered or sorted](../../../../meta/filtering) by repository, user, or permission by adding the following query string parameters:  * &#x60;q&#x3D;repository.name&#x3D;\&quot;geordi\&quot;&#x60; or &#x60;q&#x3D;permission&gt;\&quot;read\&quot;&#x60; * &#x60;sort&#x3D;user.display_name&#x60;  Note that the query parameter values need to be URL escaped so that &#x60;&#x3D;&#x60; would become &#x60;%3D&#x60;.

",teamsUsernamePermissionsRepositoriesGet,username opts
/teams/{username}/permissions/repositories/{repo_slug},GET,"


Returns an object for each repository permission of a given repository.  If the username URL parameter refers to a user account instead of a team account, an object containing the repository permissions of the username&#39;s repository will be returned.  Permissions returned are effective permissions — the highest level of permission the user has. This does not include public repositories that users are not granted any specific permission in, and does not distinguish between direct and indirect privileges.  Only users with admin permission for the repository may access this resource.  Permissions can be:  * &#x60;admin&#x60; * &#x60;write&#x60; * &#x60;read&#x60;  Example:  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/teams/atlassian_tutorial/permissions/repositories/geordi  {   \&quot;pagelen\&quot;: 10,   \&quot;values\&quot;: [     {       \&quot;type\&quot;: \&quot;repository_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;display_name\&quot;: \&quot;Erik van Zijst\&quot;,         \&quot;uuid\&quot;: \&quot;{d301aafa-d676-4ee0-88be-962be7417567}\&quot;       },       \&quot;repository\&quot;: {         \&quot;type\&quot;: \&quot;repository\&quot;,         \&quot;name\&quot;: \&quot;geordi\&quot;,         \&quot;full_name\&quot;: \&quot;bitbucket/geordi\&quot;,         \&quot;uuid\&quot;: \&quot;{85d08b4e-571d-44e9-a507-fa476535aa98}\&quot;       },       \&quot;permission\&quot;: \&quot;admin\&quot;     },     {       \&quot;type\&quot;: \&quot;repository_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;display_name\&quot;: \&quot;Sean Conaty\&quot;,         \&quot;uuid\&quot;: \&quot;{504c3b62-8120-4f0c-a7bc-87800b9d6f70}\&quot;       },       \&quot;repository\&quot;: {         \&quot;type\&quot;: \&quot;repository\&quot;,         \&quot;name\&quot;: \&quot;geordi\&quot;,         \&quot;full_name\&quot;: \&quot;bitbucket/geordi\&quot;,         \&quot;uuid\&quot;: \&quot;{85d08b4e-571d-44e9-a507-fa476535aa98}\&quot;       },       \&quot;permission\&quot;: \&quot;write\&quot;     }   ],   \&quot;page\&quot;: 1,   \&quot;size\&quot;: 2 } &#x60;&#x60;&#x60;  Results may be further [filtered or sorted](../../../../meta/filtering) by user, or permission by adding the following query string parameters:  * &#x60;q&#x3D;permission&gt;\&quot;read\&quot;&#x60; * &#x60;sort&#x3D;user.display_name&#x60;  Note that the query parameter values need to be URL escaped so that &#x60;&#x3D;&#x60; would become &#x60;%3D&#x60;.

",teamsUsernamePermissionsRepositoriesRepoSlugGet,username repoSlug opts
/user/permissions/teams,GET,"


Returns an object for each team the caller is a member of, and their effective role — the highest level of privilege the caller has. If a user is a member of multiple groups with distinct roles, only the highest level is returned.  Permissions can be:  * &#x60;admin&#x60; * &#x60;collaborator&#x60;  Example:  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/user/permissions/teams  {   \&quot;pagelen\&quot;: 10,   \&quot;values\&quot;: [     {       \&quot;permission\&quot;: \&quot;admin\&quot;,       \&quot;type\&quot;: \&quot;team_permission\&quot;,       \&quot;user\&quot;: {         \&quot;type\&quot;: \&quot;user\&quot;,         \&quot;nickname\&quot;: \&quot;evzijst\&quot;,         \&quot;display_name\&quot;: \&quot;Erik van Zijst\&quot;,         \&quot;uuid\&quot;: \&quot;{d301aafa-d676-4ee0-88be-962be7417567}\&quot;       },       \&quot;team\&quot;: {         \&quot;display_name\&quot;: \&quot;Atlassian Bitbucket\&quot;,         \&quot;uuid\&quot;: \&quot;{4cc6108a-a241-4db0-96a5-64347ac04f87}\&quot;       }     }   ],   \&quot;page\&quot;: 1,   \&quot;size\&quot;: 1 } &#x60;&#x60;&#x60;  Results may be further [filtered or sorted](../../../meta/filtering) by team or permission by adding the following query string parameters:  * &#x60;q&#x3D;team.uuid&#x3D;\&quot;{4cc6108a-a241-4db0-96a5-64347ac04f87}\&quot;&#x60; or &#x60;q&#x3D;permission&#x3D;\&quot;admin\&quot;&#x60; * &#x60;sort&#x3D;team.display_name&#x60;  Note that the query parameter values need to be URL escaped so that &#x60;&#x3D;&#x60; would become &#x60;%3D&#x60;.

",userPermissionsTeamsGet,opts
/addon,DELETE,"


Deletes the application for the user.  This endpoint is intended to be used by Bitbucket Connect apps and only supports JWT authentication -- that is how Bitbucket identifies the particular installation of the app. Developers with applications registered in the \&quot;Develop Apps\&quot; section of Bitbucket Marketplace need not use this endpoint as updates for those applications can be sent out via the UI of that section.  &#x60;&#x60;&#x60; $ curl -X DELETE https://api.bitbucket.org/2.0/addon \\   -H \&quot;Authorization: JWT &lt;JWT Token&gt;\&quot; &#x60;&#x60;&#x60;

",addonDelete,
/addon/linkers,GET,"


",addonLinkersGet,
/addon/linkers/{linker_key},GET,"


",addonLinkersLinkerKeyGet,linkerKey
/addon/linkers/{linker_key}/values,DELETE,"


",addonLinkersLinkerKeyValuesDelete,linkerKey
/addon/linkers/{linker_key}/values/,DELETE,"


",addonLinkersLinkerKeyValuesDelete_0,linkerKey
/addon/linkers/{linker_key}/values,GET,"


",addonLinkersLinkerKeyValuesGet,linkerKey
/addon/linkers/{linker_key}/values/,GET,"


",addonLinkersLinkerKeyValuesGet_0,linkerKey
/addon/linkers/{linker_key}/values,POST,"


",addonLinkersLinkerKeyValuesPost,linkerKey
/addon/linkers/{linker_key}/values,PUT,"


",addonLinkersLinkerKeyValuesPut,linkerKey
/addon,PUT,"


Updates the application installation for the user.  This endpoint is intended to be used by Bitbucket Connect apps and only supports JWT authentication -- that is how Bitbucket identifies the particular installation of the app. Developers with applications registered in the \&quot;Develop Apps\&quot; section of Bitbucket Marketplace need not use this endpoint as updates for those applications can be sent out via the UI of that section.  A new, valid descriptor must be provided in the body of the PUT request.  &#x60;&#x60;&#x60; $ curl -X PUT https://api.bitbucket.org/2.0/addon \\   -H \&quot;Authorization: JWT &lt;JWT Token&gt;\&quot; \\   --header \&quot;Content-Type: application/json\&quot; \\   --data &#39;{\&quot;descriptor\&quot;: $NEW_DESCRIPTOR}&#39; &#x60;&#x60;&#x60;  Note that the scopes of the application cannot be increased in the new descriptor nor reduced to none.

",addonPut,
/addon/users/{target_user}/events/{event_key},POST,"


POST a new custom event.  The data within the event body will be hydrated by Bitbucket. For example, the following event submission would result in subscribers for the event receiving the full repository object corresponding to the UUID.  &#x60;&#x60;&#x60; $ curl -X POST -H \&quot;Content-Type: application/json\&quot; -d &#39;{     \&quot;mynumdata\&quot;: \&quot;12345\&quot;,     \&quot;repository\&quot;: {         \&quot;type\&quot;: \&quot;repository\&quot;,         \&quot;uuid\&quot;: \&quot;{be95aa1f-c0b2-47f6-99d1-bf5d3a0f850f}\&quot; }}&#39; https://api.bitbucket.org/2.0/addon/users/myuser/events/com.example.app%3Amyevent &#x60;&#x60;&#x60;  Use the optional &#x60;fields&#x60; property of the custom event Connect module where the event is defined to add additional fields to the expanded payload sent to listeners.  For example, the &#x60;customEvents&#x60; module in the app descriptor for the previous example would look like this:  &#x60;&#x60;&#x60; &#39;modules&#39;: {     &#39;customEvents&#39;: {         &#39;com.example.app:myevent&#39;: {             &#39;schema&#39;: {                 &#39;properties&#39;: {                     &#39;mynumdata&#39;: {&#39;type&#39;: &#39;number&#39;},                     &#39;repository&#39;: {&#39;$ref&#39;: &#39;#/definitions/repository&#39;}                 }             },             &#39;fields&#39;: [&#39;repository.owner&#39;]         }     } } &#x60;&#x60;&#x60;  By specifying fields as above, the repository owner will also be sent to subscribers of the event.

",addonUsersTargetUserEventsEventKeyPost,targetUser eventKey
/repositories/{workspace}/{repo_slug}/deployments_config/environments/{environment_uuid}/variables,POST,"


Create a deployment environment level variable.

",createDeploymentVariable,username repoSlug environmentUuid variableUuid body
/repositories/{workspace}/{repo_slug}/pipelines/,POST,"


Endpoint to create and initiate a pipeline. There are a couple of different options to initiate a pipeline, where the payload of the request will determine which type of pipeline will be instantiated. # Trigger a Pipeline for a branch One way to trigger pipelines is by specifying the branch for which you want to trigger a pipeline. The specified branch will be used to determine which pipeline definition from the &#x60;bitbucket-pipelines.yml&#x60; file will be applied to initiate the pipeline. The pipeline will then do a clone of the repository and checkout the latest revision of the specified branch.  ",createPipelineForRepository,username repoSlug body
/teams/{username}/pipelines_config/variables/,POST,"


Create an account level variable.

",createPipelineVariableForTeam,username opts
/users/{username}/pipelines_config/variables/,POST,"


Create a user level variable.

",createPipelineVariableForUser,username opts
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/known_hosts/,POST,"


Create a repository level known host.

",createRepositoryPipelineKnownHost,username repoSlug body
/repositories/{workspace}/{repo_slug}/pipelines_config/schedules/,POST,"


Create a schedule for the given repository.

",createRepositoryPipelineSchedule,username repoSlug body
/repositories/{workspace}/{repo_slug}/pipelines_config/variables/,POST,"


Create a repository level variable.

",createRepositoryPipelineVariable,username repoSlug body
/repositories/{workspace}/{repo_slug}/deployments_config/environments/{environment_uuid}/variables/{variable_uuid},DELETE,"


Delete a deployment environment level variable.

",deleteDeploymentVariable,username repoSlug environmentUuid variableUuid
/teams/{username}/pipelines_config/variables/{variable_uuid},DELETE,"


Delete a team level variable.

",deletePipelineVariableForTeam,username variableUuid
/users/{username}/pipelines_config/variables/{variable_uuid},DELETE,"


Delete an account level variable.

",deletePipelineVariableForUser,username variableUuid
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/key_pair,DELETE,"


Delete the repository SSH key pair.

",deleteRepositoryPipelineKeyPair,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/known_hosts/{known_host_uuid},DELETE,"


Delete a repository level known host.

",deleteRepositoryPipelineKnownHost,username repoSlug knownHostUuid
/repositories/{workspace}/{repo_slug}/pipelines_config/schedules/{schedule_uuid},DELETE,"


Delete a schedule.

",deleteRepositoryPipelineSchedule,username repoSlug scheduleUuid
/repositories/{workspace}/{repo_slug}/pipelines_config/variables/{variable_uuid},DELETE,"


Delete a repository level variable.

",deleteRepositoryPipelineVariable,username repoSlug variableUuid
/repositories/{workspace}/{repo_slug}/deployments_config/environments/{environment_uuid}/variables,GET,"


Find deployment environment level variables.

",getDeploymentVariables,username repoSlug environmentUuid
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid},GET,"


Retrieve a specified pipeline

",getPipelineForRepository,username repoSlug pipelineUuid
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/{step_uuid},GET,"


Retrieve a given step of a pipeline.

",getPipelineStepForRepository,username repoSlug pipelineUuid stepUuid
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/{step_uuid}/log,GET,"


Retrieve the log file for a given step of a pipeline.  This endpoint supports (and encourages!) the use of [HTTP Range requests](https://tools.ietf.org/html/rfc7233) to deal with potentially very large log files.

",getPipelineStepLogForRepository,username repoSlug pipelineUuid stepUuid
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/steps/,GET,"


Find steps for the given pipeline.

",getPipelineStepsForRepository,username repoSlug pipelineUuid
/teams/{username}/pipelines_config/variables/{variable_uuid},GET,"


Retrieve a team level variable.

",getPipelineVariableForTeam,username variableUuid
/users/{username}/pipelines_config/variables/{variable_uuid},GET,"


Retrieve a user level variable.

",getPipelineVariableForUser,username variableUuid
/teams/{username}/pipelines_config/variables/,GET,"


Find account level variables.

",getPipelineVariablesForTeam,username
/users/{username}/pipelines_config/variables/,GET,"


Find user level variables.

",getPipelineVariablesForUser,username
/repositories/{workspace}/{repo_slug}/pipelines/,GET,"


Find pipelines

",getPipelinesForRepository,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config,GET,"


Retrieve the repository pipelines configuration.

",getRepositoryPipelineConfig,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/known_hosts/{known_host_uuid},GET,"


Retrieve a repository level known host.

",getRepositoryPipelineKnownHost,username repoSlug knownHostUuid
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/known_hosts/,GET,"


Find repository level known hosts.

",getRepositoryPipelineKnownHosts,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config/schedules/{schedule_uuid},GET,"


Retrieve a schedule by its UUID.

",getRepositoryPipelineSchedule,username repoSlug scheduleUuid
/repositories/{workspace}/{repo_slug}/pipelines_config/schedules/{schedule_uuid}/executions/,GET,"


Retrieve the executions of a given schedule.

",getRepositoryPipelineScheduleExecutions,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config/schedules/,GET,"


Retrieve the configured schedules for the given repository.

",getRepositoryPipelineSchedules,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/key_pair,GET,"


Retrieve the repository SSH key pair excluding the SSH private key. The private key is a write only field and will never be exposed in the logs or the REST API.

",getRepositoryPipelineSshKeyPair,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines_config/variables/{variable_uuid},GET,"


Retrieve a repository level variable.

",getRepositoryPipelineVariable,username repoSlug variableUuid
/repositories/{workspace}/{repo_slug}/pipelines_config/variables/,GET,"


Find repository level variables.

",getRepositoryPipelineVariables,username repoSlug
/repositories/{workspace}/{repo_slug}/pipelines/{pipeline_uuid}/stopPipeline,POST,"


Signal the stop of a pipeline and all of its steps that not have completed yet.

",stopPipeline,username repoSlug pipelineUuid
/repositories/{workspace}/{repo_slug}/deployments_config/environments/{environment_uuid}/variables/{variable_uuid},PUT,"


Update a deployment environment level variable.

",updateDeploymentVariable,username repoSlug environmentUuid variableUuid body
/teams/{username}/pipelines_config/variables/{variable_uuid},PUT,"


Update a team level variable.

",updatePipelineVariableForTeam,username variableUuid body
/users/{username}/pipelines_config/variables/{variable_uuid},PUT,"


Update a user level variable.

",updatePipelineVariableForUser,username variableUuid body
/repositories/{workspace}/{repo_slug}/pipelines_config/build_number,PUT,"


Update the next build number that should be assigned to a pipeline. The next build number that will be configured has to be strictly higher than the current latest build number for this repository.

",updateRepositoryBuildNumber,username repoSlug body
/repositories/{workspace}/{repo_slug}/pipelines_config,PUT,"


Update the pipelines configuration for a repository.

",updateRepositoryPipelineConfig,username repoSlug body
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/key_pair,PUT,"


Create or update the repository SSH key pair. The private key will be set as a default SSH identity in your build container.

",updateRepositoryPipelineKeyPair,username repoSlug body
/repositories/{workspace}/{repo_slug}/pipelines_config/ssh/known_hosts/{known_host_uuid},PUT,"


Update a repository level known host.

",updateRepositoryPipelineKnownHost,username repoSlug knownHostUuid body
/repositories/{workspace}/{repo_slug}/pipelines_config/schedules/{schedule_uuid},PUT,"


Update a schedule.

",updateRepositoryPipelineSchedule,username repoSlug scheduleUuid body
/repositories/{workspace}/{repo_slug}/pipelines_config/variables/{variable_uuid},PUT,"


Update a repository level variable.

",updateRepositoryPipelineVariable,username repoSlug variableUuid body
